there	EX
1	ER
8	ER
:	ER
08	ER
:	ER
25.805	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
30100	ER
)	ER
:	ER
at	ER
com	ER
.	ER
android	ER
.	ER
internal	ER
.	ER
os	ER
.	ER
zygoteinit$methodandargscaller	ER
.	ER
run	ER
(	ER
zygoteinit	ER
.	ER
java	ER
:	ER
8	ER
33	ER
)	ER
04	ER
-	ER
25	ER
1	ER
8	ER
:	ER
08	ER
:	ER
25.805	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
30100	ER
)	ER
:	ER
at	ER
com	ER
.	ER
android	ER
.	ER
internal	ER
.	ER
os	ER
.	ER
zygoteinit	ER
.	ER
main	ER
(	ER
zygoteinit	ER
.	ER
java	ER
:	ER
600	ER
)	ER
04	ER
-	ER
25	ER
1	ER
8	ER
:	ER
08	ER
:	ER
25.805	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
30100	ER
)	ER
:	ER
at	ER
dalvik	ER
.	ER
system	ER
.	ER
nativestart	ER
.	ER
main	ER
(	ER
native	ER
method	ER
)	ER
04	ER
-	ER
25	ER
1	ER
8	ER
:	ER
08	ER
:	ER
25.805	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
30100	ER
)	ER
:	ER
caused	ER
by	ER
:	ER
java	ER
.	ER
lang	ER
.	ER
nullpointerexception	ER
04	ER
-	ER
25	ER
1	ER
8	ER
:	ER
08	ER
:	ER
25.805	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
30100	ER
)	ER
:	ER
at	ER
com	ER
.	ER
audio	ER
.	ER
audioplayer	ER
.	ER
playeraudioactivity	ER
.	ER
getplay	ER
(	ER
playeraudioactivity	ER
.	ER
java	ER
:	ER
414	ER
)	ER
04	ER
-	ER
25	ER
1	ER
8	ER
:	ER
08	ER
:	ER
25.805	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
30100	ER
)	ER
:	ER
at	ER
com	ER
.	ER
audio	ER
.	ER
audioplayer	ER
.	ER
myreceiver	ER
.	ER
getplay	ER
(	ER
myreceiver	ER
.	ER
java	ER
:	ER
138	ER
)	ER
04	ER
-	ER
25	ER
1	ER
8	ER
:	ER
08	ER
:	ER
25.805	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
30100	ER
)	ER
:	ER
at	ER
com	ER
.	ER
audio	ER
.	ER
audioplayer	ER
.	ER
myreceiver	ER
.	ER
onreceive	ER
(	ER
myreceiver	ER
.	ER
java	ER
:	ER
28	ER
)	ER
04	ER
-	ER
25	ER
1	ER
8	ER
:	ER
08	ER
:	ER
25.805	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
30100	ER
)	ER
:	ER
at	ER
android	ER
.	ER
app	ER
.	ER
activitythread	ER
.	ER
handlereceiver	ER
(	ER
activitythread	ER
.	ER
java	ER
:	ER
2513	ER
)	ER
04	ER
-	ER
25	ER
1	ER
8	ER
:	ER
08	ER
:	ER
25.805	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
30100	ER
)	ER
:	ER
...10more	ER
please	VB
,	,
i	PRP
have	VBP
a	DT
problem	NN
passing	VBG
values	NNS
from	IN
an	DT
activity	C
to	TO
a	DT
service	NN
.	.
in	IN
my	PRP$
activity	C
i	PRP
have	VBP
text	NN
view	NN
fields	NNS
with	IN
values	NNS
and	CC
i	PRP
am	VBP
passing	VBG
them	PRP
to	TO
a	DT
service	C
class	C
like	C
is	C
intent	C
=	C
new	C
intent	C
(	C
getapplicationcontext	C
(	C
)	C
,	C
saveservice	C
.	C
class	C
)	C
;	C
intent	JC
.	JC
putextra	JC
(	JC
"lt"	JC
,	JC
latitutefield	JC
.	JC
gettext	JC
(	JC
)	JC
.	JC
tostring	JC
(	JC
)	JC
.	JC
trim	JC
(	JC
)	JC
)	JC
;	JC
intent	JC
.	JC
putextra	JC
(	JC
"lg"	JC
,	JC
longitudefield	JC
.	JC
gettext	JC
(	JC
)	JC
.	JC
tostring	JC
(	JC
)	JC
.	JC
trim	JC
(	JC
)	JC
)	JC
;	JC
intent	JC
.	JC
putextra	JC
(	JC
"sp"	JC
,	JC
speedfield	JC
.	JC
gettext	JC
(	JC
)	JC
.	JC
tostring	JC
(	JC
)	JC
.	JC
trim	JC
(	JC
)	JC
)	JC
;	JC
intent	JC
.	JC
putextra	JC
(	JC
"alt"	JC
,	JC
altitudefield	JC
.	JC
gettext	JC
(	JC
)	JC
.	JC
tostring	JC
(	JC
)	JC
.	JC
trim	JC
(	JC
)	JC
)	JC
;	JC
intent	JC
.	JC
putextra	JC
(	JC
"ltdms"	JC
,	JC
lbllatitude	JC
.	JC
gettext	JC
(	JC
)	JC
.	JC
tostring	JC
(	JC
)	JC
.	JC
trim	JC
(	JC
)	JC
)	JC
;	JC
intent	JC
.	JC
putextra	JC
(	JC
"lgdms"	JC
,	JC
lbllongitude	JC
.	JC
gettext	JC
(	JC
)	JC
.	JC
tostring	JC
(	JC
)	JC
.	JC
trim	JC
(	JC
)	JC
)	JC
;	JC
intent	JC
.	JC
putextra	JC
(	JC
"add"	JC
,	JC
addresslabel	JC
.	JC
gettext	JC
(	JC
)	JC
.	JC
tostring	JC
(	JC
)	JC
.	JC
trim	JC
(	JC
)	JC
)	JC
;	JC
intent	JC
.	JC
putextra	JC
(	JC
"tnum"	JC
,	JC
tnumber	JC
)	JC
;	JC
this	DT
code	NN
is	VBZ
in	IN
my	PRP$
mainactivityclass	C
and	CC
now	RB
in	IN
my	PRP$
service	NN
class	NN
i	PRP
have	VBP
this	DT
@	JC
override	JC
public	JC
int	JC
onstartcommand	JC
(	JC
intent	JC
intent	JC
,	JC
int	JC
flags	JC
,	JC
int	JC
startid	JC
)	JC
{	JC
bundle	JC
extras	JC
=	JC
intent	JC
.	JC
getextras	JC
(	JC
)	JC
;	JC
if	JC
(	JC
extras	JC
!=	JC
null	JC
)	JC
lat	JC
=	JC
extras	JC
.	JC
getstring	JC
(	JC
"lt"	JC
)	JC
;	JC
lngt	JC
=	JC
extras	JC
.	JC
getstring	JC
(	JC
"lg"	JC
)	JC
;	JC
speed	JC
=	JC
extras	JC
.	JC
getstring	JC
(	JC
"sp"	JC
)	JC
;	JC
alt	JC
=	JC
extras	JC
.	JC
getstring	JC
(	JC
"alt"	JC
)	JC
;	JC
latdms	JC
=	JC
extras	JC
.	JC
getstring	JC
(	JC
"ltdms"	JC
)	JC
;	JC
longdms	JC
=	JC
extras	JC
.	JC
getstring	JC
(	JC
"lgdms"	JC
)	JC
;	JC
add	JC
=	JC
extras	JC
.	JC
getstring	JC
(	JC
"add"	JC
)	JC
;	JC
tnum	JC
=	JC
extras	JC
.	JC
getstring	JC
(	JC
"tnum"	JC
)	JC
;	JC
startdate	JC
=	JC
new	JC
date	JC
(	JC
)	JC
;	JC
displaytoast	JC
(	JC
"servicestartedat:"	JC
+	JC
startdate	JC
)	JC
;	JC
new	JC
save	JC
(	JC
)	JC
.	JC
execute	JC
(	JC
"http://192.168.30.1/androidphp/savevalues.php"	JC
)	JC
;	JC
//	CCM
here	CCM
we	CCM
want	CCM
this	CCM
service	CCM
to	CCM
continue	CCM
running	CCM
until	CCM
it	CCM
is	CCM
explicitly	CCM
//stopped	CCM
,	CCM
so	CCM
return	CCM
sticky	CCM
return	JC
start_sticky	JC
;	JC
}	JC
whenever	WRB
i	PRP
run	VBP
the	DT
code	NN
it	PRP
give	VBP
me	PRP
null	JJ
reference	NN
exception	NN
at	IN
lngt	JC
=	JC
extras	JC
.	JC
getstring	JC
(	JC
"lg"	JC
)	JC
;	JC
and	CC
when	WRB
i	PRP
comment	VBP
that	IN
part	NN
out	RP
,	.
it	PRP
move	NN
to	TO
the	DT
next	JJ
and	CC
next	JJ
till	IN
the	DT
end	NN
.	.
when	WRB
i	PRP
comment	VBP
all	DT
out	RP
except	IN
the	DT
first	JJ
one	CD
lat	C
=	C
extras	C
.	C
getstring	C
(	C
"lt"	C
)	C
;	C
it	PRP
does	VBZ
n't	RB
give	VB
me	PRP
that	IN
error	NN
but	CC
it	PRP
does	VBZ
n't	RB
have	VB
any	DT
value	NN
.	.
i	PRP
do	VBP
n't	RB
know	VB
what	WP
i	PRP
am	VBP
missing	VBG
,	,
am	VBP
i	PRP
not	RB
passing	VBG
the	DT
data	NNS
well	RB
or	CC
it	PRP
can	MD
not	RB
pass	VB
multiple	JJ
data	NNS
to	TO
service	NN
like	IN
this	DT
.	.
please	RB
help	VB
me	PRP
.	.
thank	VB
you	PRP
my	PRP$
question	NN
is	VBZ
the	DT
following	JJ
.	.
i	PRP
'd	MD
like	VB
to	TO
develop	VB
a	DT
very	RB
simple	JJ
android	NNP
application	NN
what	WP
can	MD
just	RB
get	VB
the	DT
phones	NNS
current	JJ
location	NN
from	IN
the	DT
gsm	NN
/	CC
3g	NN
/	CC
lts	NNP
/	CC
etc	FW
.	SYM
network	NN
.	.
i	PRP
know	VBP
there	EX
is	VBZ
many	JJ
similar	JJ
question	NN
,	,
but	CC
for	IN
my	PRP$
problem	NN
i	PRP
ca	MD
n't	RB
find	VB
any	DT
answer	NN
.	.
so	RB
i	PRP
wrote	VBD
this	DT
code	NN
and	CC
it	PRP
works	VBZ
nice	JJ
but	CC
when	WRB
i	PRP
move	VBP
to	TO
another	DT
location	NN
in	IN
my	PRP$
city	NN
and	CC
i	PRP
get	VBP
again	RB
my	PRP$
coordinates	NNS
,	,
they	PRP
are	VBP
same	JJ
like	IN
at	IN
my	PRP$
previous	JJ
position	NN
.	.
cold	NNP
you	PRP
help	VBP
me	PRP
how	WRB
can	MD
i	PRP
refresh	VB
it	PRP
without	IN
calling	VBG
,	,
sms	NN
,	,
etc	FW
.	.
(	-LRB-
ps	FW
:	.
i	PRP
call	VBP
the	DT
_	C
getlocation	C
(	C
)	C
method	NN
in	IN
a	DT
button	C
click	C
event	C
)	C
public	JC
class	JC
mainactivity	JC
extends	JC
actionbaractivity	JC
{	JC
@	JC
override	JC
protected	JC
void	JC
oncreate	JC
(	JC
bundle	JC
savedinstancestate	JC
)	JC
{	JC
super	JC
.	JC
oncreate	JC
(	JC
savedinstancestate	JC
)	JC
;	JC
setcontentview	JC
(	JC
r	JC
.	JC
layout	JC
.	JC
activity_main	JC
)	JC
;	JC
button	JC
button	JC
=	JC
(	JC
button	JC
)	JC
findviewbyid	JC
(	JC
r	JC
.	JC
id	JC
.	JC
togglebutton1	JC
)	JC
;	JC
button	JC
.	JC
setonclicklistener	JC
(	JC
new	JC
view	JC
.	JC
onclicklistener	JC
(	JC
)	JC
{	JC
public	JC
void	JC
onclick	JC
(	JC
view	JC
v	JC
)	JC
{	JC
_	JC
getlocation	JC
(	JC
)	JC
;	JC
}	JC
}	JC
)	JC
;	JC
}	JC
@	JC
override	JC
public	JC
boolean	JC
oncreateoptionsmenu	JC
(	JC
menu	JC
menu	JC
)	JC
{	JC
//	CCM
inflate	CCM
the	CCM
menu	CCM
;	CCM
this	CCM
adds	CCM
items	CCM
to	CCM
the	CCM
action	CCM
bar	CCM
if	CCM
it	CCM
is	CCM
present	CCM
.	CCM
getmenuinflater	JC
(	JC
)	JC
.	JC
inflate	JC
(	JC
r	JC
.	JC
menu	JC
.	JC
main	JC
,	JC
menu	JC
)	JC
;	JC
return	JC
true	JC
;	JC
}	JC
@	JC
override	JC
public	JC
boolean	JC
onoptionsitemselected	JC
(	JC
menuitem	JC
item	JC
)	JC
{	JC
//	CCM
handle	CCM
action	CCM
bar	CCM
item	CCM
clicks	CCM
here	CCM
.	CCM
the	DT
action	NN
bar	NN
will	MD
//	CCM
automatically	CCM
handle	CCM
clicks	CCM
on	CCM
the	CCM
home	CCM
/	CCM
up	CCM
button	CCM
,	CCM
so	CCM
long	CCM
//	CCM
as	CCM
you	CCM
specify	CCM
a	CCM
parent	CCM
activity	CCM
in	CCM
androidmanifest	CCM
.	CCM
xml	CCM
.	CCM
int	JC
id	JC
=	JC
item	JC
.	JC
getitemid	JC
(	JC
)	JC
;	JC
if	JC
(	JC
id	JC
=	JC
=	JC
r	JC
.	JC
id	JC
.	JC
action_	JC
settings	JC
)	JC
{	JC
return	JC
true	JC
;	JC
}	JC
return	JC
super	JC
.	JC
onoptionsitemselected	JC
(	JC
item	JC
)	JC
;	JC
}	JC
double	JC
lat	JC
=	JC
0	JC
;	JC
double	JC
lon	JC
=	JC
0	JC
;	JC
locationlistener	JC
asd	JC
=	JC
new	JC
mylocationlistener	JC
(	JC
)	JC
;	JC
location	JC
loc	JC
;	JC
private	JC
void	JC
_	JC
getlocation	JC
(	JC
)	JC
{	JC
try	JC
{	JC
criteria	JC
criteria	JC
=	JC
new	JC
criteria	JC
(	JC
)	JC
;	JC
locationmanager	JC
locationmanager	JC
=	JC
(	JC
locationmanager	JC
)	JC
getsystemservice	JC
(	JC
location_service	JC
)	JC
;	JC
string	JC
bestprovider	JC
=	JC
locationmanager	JC
.	JC
getbestprovider	JC
(	JC
criteria	JC
,	JC
false	JC
)	JC
;	JC
//	CCM
location	CCM
location	JC
=	JC
locationmanager	JC
.	JC
getlastknownlocation	JC
(	JC
bestprovider	JC
)	JC
;	JC
locationmanager	JC
fasz	JC
=	JC
(	JC
locationmanager	JC
)	JC
getsystemservice	JC
(	JC
context	JC
.	JC
location_service	JC
)	JC
;	JC
fasz	JC
.	JC
requestlocationupdates	JC
(	JC
locationmanager	JC
.	JC
network_provider	JC
,	JC
10	JC
,	JC
0	JC
,	JC
this	JC
.	JC
asd	JC
)	JC
;	JC
//	CCM
location	CCM
asdasd	CCM
=	CCM
fasz	CCM
.	CCM
getlastknownlocation	CCM
(	CCM
bestprovider	CCM
)	CCM
;	CCM
location	CCM
asdasd	JC
=	JC
null	JC
;	JC
mylocationlistener	JC
kuki	JC
=	JC
new	JC
mylocationlistener	JC
(	JC
)	JC
;	JC
kuki	JC
.	JC
onlocationchanged	JC
(	JC
asdasd	JC
)	JC
;	JC
toast	JC
.	JC
maketext	JC
(	JC
this	JC
,	JC
"long:"	JC
+	JC
string	JC
.	JC
valueof	JC
(	JC
asdasd	JC
.	JC
getlongitude	JC
(	JC
)	JC
)	JC
+	JC
"lat:"	JC
+	JC
string	JC
.	JC
valueof	JC
(	JC
asdasd	JC
.	JC
getlatitude	JC
(	JC
)	JC
)	JC
,	JC
toast	JC
.	JC
length_long	JC
)	JC
.	JC
show	JC
(	JC
)	JC
;	JC
//lat	JC
=	JC
location	JC
.	JC
getlatitude	JC
(	JC
)	JC
;	JC
//lon	JC
=	JC
location	JC
.	JC
getlongitude	JC
(	JC
)	JC
;	JC
}	JC
catch	JC
(	JC
exception	JC
ex	JC
)	JC
{	JC
toast	JC
.	JC
maketext	JC
(	JC
this	JC
,	JC
ex	JC
.	JC
tostring	JC
(	JC
)	JC
,	JC
toast	JC
.	JC
length_long	JC
)	JC
.	JC
show	JC
(	JC
)	JC
;	JC
//	CCM
lat	CCM
=-1.0	CCM
;	CCM
//	CCM
lon	CCM
=-1.0	CCM
;	CCM
}	JC
}	JC
final	JC
class	JC
mylocationlistener	JC
implements	JC
locationlistener	JC
{	JC
@	JC
override	JC
public	JC
void	JC
onlocationchanged	JC
(	JC
location	JC
locfromgps	JC
)	JC
{	JC
}	JC
@	JC
override	JC
public	JC
void	JC
onproviderdisabled	JC
(	JC
string	JC
provider	JC
)	JC
{	JC
}	JC
@	JC
override	JC
public	JC
void	JC
onproviderenabled	JC
(	JC
string	JC
provider	JC
)	JC
{	JC
}	JC
@	JC
override	JC
public	JC
void	JC
onstatuschanged	JC
(	JC
string	JC
provider	JC
,	JC
int	JC
status	JC
,	JC
bundle	JC
extras	JC
)	JC
{	JC
}	JC
}	JC
other	JJ
errors	NNS
:	:
i	PRP
needed	VBD
remove	VB
the	DT
@	C
override	C
text	NN
from	IN
the-onlocationchanged-onproviderdisabled	C
-	.
onproviderenabled	USR
-	:
onstatuschanged	C
methods	NNS
.	.
i	PRP
get	VBP
two	CD
more	JJR
error	NN
from	IN
the	DT
requestsingleupdate	C
method	NN
.	.
about	IN
these	DT
i	PRP
attached	VBD
two	CD
pictures	NNS
.	.
first	JJ
error	NN
:	:
second	JJ
error	NN
:	.
i	PRP
am	VBP
showing	VBG
an	DT
image	NN
in	IN
webview	NN
and	CC
add	VB
onclick	JJ
listener	NN
on	IN
download	NN
button	NN
.	.
when	WRB
user	NN
clicks	VBZ
on	IN
the	DT
download	NN
button	NN
it	PRP
get	VBP
the	DT
address	NN
of	IN
webview	NN
(	-LRB-
which	WDT
in	IN
this	DT
case	NN
is	VBZ
www	NN
.	.
realearnpak	UH
.	ER
com	ER
/	ER
test	ER
/	ER
1	ER
.	ER
jpg	ER
)	ER
.	ER
image	NN
is	VBZ
shown	VBN
in	IN
webview	NN
,	,
but	CC
download	NN
image	NN
function	NN
does	VBZ
not	RB
work	VB
.	.
please	RB
help	VB
me	PRP
i	PRP
am	VBP
new	JJ
thanks	NNS
in	IN
advance	NN
.	.
i	PRP
tried	VBD
alternative	JJ
functions	NNS
to	TO
download	JJ
image	NN
from	IN
url	NN
but	CC
the	DT
do	VBP
not	RB
appear	VB
to	TO
work	VB
.	.
public	JC
class	JC
mainactivity	JC
extends	JC
activity	JC
{	JC
public	JC
void	JC
downloadimagefrompath	JC
(	JC
string	JC
path	JC
)	JC
{	JC
inputstream	JC
in	JC
=	JC
null	JC
;	JC
bitmap	JC
bmp	JC
=	JC
null	JC
;	JC
int	JC
responsecode	JC
=-1	JC
;	JC
try	JC
{	JC
url	JC
url	JC
=	JC
new	JC
url	JC
(	JC
path	JC
)	JC
;	JC
//	CCM
"	CCM
http:	CCM
httpurlconnection	JC
con	JC
=	JC
(	JC
httpurlconnection	JC
)	JC
url	JC
.	JC
openconnection	JC
(	JC
)	JC
;	JC
con	JC
.	JC
setdoinput	JC
(	JC
true	JC
)	JC
;	JC
con	JC
.	JC
connect	JC
(	JC
)	JC
;	JC
responsecode	JC
=	JC
con	JC
.	JC
getresponsecode	JC
(	JC
)	JC
;	JC
if	JC
(	JC
responsecode	JC
=	JC
=	JC
httpurlconnection	JC
.	JC
http_ok	JC
)	JC
{	JC
//	CCM
download	CCM
in	CCM
=	CCM
con	CCM
.	CCM
getinputstream	CCM
(	CCM
)	CCM
;	CCM
bmp	CCM
=	CCM
bitmapfactory	CCM
.	CCM
decodestream	CCM
(	CCM
in	CCM
)	CCM
;	CCM
in	CCM
.	CCM
close	JC
(	JC
)	JC
;	JC
}	JC
}	JC
catch	JC
(	JC
exception	JC
ex	JC
)	JC
{	JC
log	JC
.	JC
e	JC
(	JC
"exception"	JC
,	JC
ex	JC
.	JC
tostring	JC
(	JC
)	JC
)	JC
;	JC
}	JC
}	JC
@	JC
suppresswarnings	JC
(	JC
"deprecation"	JC
)	JC
@	JC
override	JC
protected	JC
void	JC
oncreate	JC
(	JC
bundle	JC
savedinstancestate	JC
)	JC
{	JC
super	JC
.	JC
oncreate	JC
(	JC
savedinstancestate	JC
)	JC
;	JC
setcontentview	JC
(	JC
r	JC
.	JC
layout	JC
.	JC
activity_main	JC
)	JC
;	JC
final	JC
webview	JC
mwebview	JC
=	JC
(	JC
webview	JC
)	JC
findviewbyid	JC
(	JC
r	JC
.	JC
id	JC
.	JC
webview1	JC
)	JC
;	JC
mwebview	JC
.	JC
setwebviewclient	JC
(	JC
new	JC
webviewclient	JC
(	JC
)	JC
{	JC
@	JC
override	JC
public	JC
void	JC
onreceivederror	JC
(	JC
webview	JC
view	JC
,	JC
int	JC
errorcode	JC
,	JC
string	JC
description	JC
,	JC
string	JC
failingurl	JC
)	JC
{	JC
//	CCM
handle	CCM
the	CCM
error	CCM
}	JC
@	JC
override	JC
public	JC
boolean	JC
shouldoverrideurlloading	JC
(	JC
webview	JC
view	JC
,	JC
string	JC
url	JC
)	JC
{	JC
view	JC
.	JC
loadurl	JC
(	JC
url	JC
)	JC
;	JC
return	JC
true	JC
;	JC
}	JC
}	JC
)	JC
;	JC
mwebview	JC
.	JC
loadurl	JC
(	JC
"http://www.realearnpak.com/test/1.jpg"	JC
)	JC
;	JC
final	JC
alertdialog	JC
alertdialog	JC
=	JC
new	JC
alertdialog	JC
.	JC
builder	JC
(	JC
this	JC
)	JC
.	JC
create	JC
(	JC
)	JC
;	JC
alertdialog	JC
.	JC
settitle	JC
(	JC
"reset..."	JC
)	JC
;	JC
alertdialog	JC
.	JC
setbutton	JC
(	JC
"ok"	JC
,	JC
new	JC
dialoginterface	JC
.	JC
onclicklistener	JC
(	JC
)	JC
{	JC
public	JC
void	JC
onclick	JC
(	JC
final	JC
dialoginterface	JC
dialog	JC
,	JC
final	JC
int	JC
which	JC
)	JC
{	JC
//	CCM
here	CCM
you	CCM
can	CCM
add	CCM
functions	CCM
}	JC
}	JC
)	JC
;	JC
final	JC
button	JC
button	JC
=	JC
(	JC
button	JC
)	JC
findviewbyid	JC
(	JC
r	JC
.	JC
id	JC
.	JC
button1	JC
)	JC
;	JC
button	JC
.	JC
setonclicklistener	JC
(	JC
new	JC
view	JC
.	JC
onclicklistener	JC
(	JC
)	JC
{	JC
public	JC
void	JC
onclick	JC
(	JC
view	JC
v	JC
)	JC
{	JC
//	CCM
perform	CCM
action	CCM
on	CCM
click	CCM
string	JC
weburl	JC
=	JC
mwebview	JC
.	JC
geturl	JC
(	JC
)	JC
;	JC
//alertdialog	JC
.	JC
setmessage	JC
(	JC
weburl	JC
)	JC
;	JC
//	CCM
alertdialog	CCM
.	CCM
show	CCM
(	CCM
)	CCM
;	CCM
downloadimagefrompath	CCM
(	CCM
weburl	CCM
)	CCM
;	CCM
}	JC
}	JC
)	JC
;	JC
}	JC
@	JC
override	JC
public	JC
boolean	JC
oncreateoptionsmenu	JC
(	JC
menu	JC
menu	JC
)	JC
{	JC
//	CCM
inflate	CCM
the	CCM
menu	CCM
;	CCM
this	CCM
adds	CCM
items	CCM
to	CCM
the	CCM
action	CCM
bar	CCM
if	CCM
it	CCM
is	CCM
present	CCM
.	CCM
getmenuinflater	JC
(	JC
)	JC
.	JC
inflate	JC
(	JC
r	JC
.	JC
menu	JC
.	JC
main	JC
,	JC
menu	JC
)	JC
;	JC
return	JC
true	JC
;	JC
}	JC
}	JC
i	PRP
am	VBP
working	VBG
on	IN
an	DT
android	NNP
game	NN
and	CC
am	VBP
currently	RB
trying	VBG
to	TO
get	VB
text	NN
input	NN
working	VBG
.	.
i	PRP
want	VBP
to	TO
prompt	VB
the	DT
player	NN
to	TO
enter	VB
his	PRP$
or	CC
her	NN
name	NN
and	CC
have	VBP
that	IN
name	NN
added	VBN
to	TO
the	DT
high	JJ
score	JJ
list	NN
.	.
i	PRP
am	VBP
trying	VBG
to	TO
do	VB
that	DT
through	IN
edittext	C
which	WDT
i	PRP
can	MD
get	VB
to	TO
work	VB
if	IN
i	PRP
put	VBP
my	PRP$
code	NN
in	IN
the	DT
oncreate	C
method	NN
,	,
but	CC
not	RB
if	IN
i	PRP
call	VBP
it	PRP
from	IN
my	PRP$
game	NN
loop	NN
.	.
the	DT
method	NN
i	PRP
am	VBP
currently	RB
using	VBG
:	:
public	JC
static	JC
void	JC
getinput	JC
(	JC
context	JC
context	JC
)	JC
{	JC
final	JC
alertdialog	JC
.	JC
builder	JC
alert	JC
=	JC
new	JC
alertdialog	JC
.	JC
builder	JC
(	JC
context	JC
)	JC
;	JC
final	JC
edittext	JC
input	JC
=	JC
new	JC
edittext	JC
(	JC
context	JC
)	JC
;	JC
alert	JC
.	JC
setview	JC
(	JC
input	JC
)	JC
;	JC
alert	JC
.	JC
setpositivebutton	JC
(	JC
"ok"	JC
,	JC
new	JC
dialoginterface	JC
.	JC
onclicklistener	JC
(	JC
)	JC
{	JC
public	JC
void	JC
onclick	JC
(	JC
dialoginterface	JC
dialog	JC
,	JC
int	JC
whichbutton	JC
)	JC
{	JC
string	JC
value	JC
=	JC
input	JC
.	JC
gettext	JC
(	JC
)	JC
.	JC
tostring	JC
(	JC
)	JC
.	JC
trim	JC
(	JC
)	JC
;	JC
}	JC
}	JC
)	JC
;	JC
alert	JC
.	JC
setnegativebutton	JC
(	JC
"cancel"	JC
,	JC
new	JC
dialoginterface	JC
.	JC
onclicklistener	JC
(	JC
)	JC
{	JC
public	JC
void	JC
onclick	JC
(	JC
dialoginterface	JC
dialog	JC
,	JC
int	JC
whichbutton	JC
)	JC
{	JC
dialog	JC
.	JC
cancel	JC
(	JC
)	JC
;	JC
}	JC
}	JC
)	JC
;	JC
alert	JC
.	JC
show	JC
(	JC
)	JC
;	JC
}	JC
if	IN
i	PRP
call	VBP
this	DT
from	IN
my	PRP$
gameloop	NN
the	DT
game	NN
crashes	VBZ
and	CC
i	PRP
get	VBP
the	DT
error	NN
:	.
01	ER
-	ER
26	ER
06	ER
:	ER
33	ER
:	ER
21.413	ER
:	ER
error	ER
/	ER
androidruntime	ER
(	ER
6960	ER
)	ER
:	ER
java	ER
.	ER
lang	ER
.	ER
runtimeexception	ER
:	ER
can't	ER
create	ER
handler	ER
inside	ER
thread	ER
that	ER
has	ER
not	ER
called	ER
looper	ER
.	ER
prepare	ER
(	ER
)	ER
i	ER
tried	ER
calling	ER
looper	ER
.	ER
prepare	ER
(	ER
)	ER
and	ER
then	ER
looper	ER
.	ER
loop	ER
(	ER
)	ER
,	ER
and	ER
that	ER
opened	ER
up	ER
the	ER
text	ER
input	ER
box	ER
,	ER
but	ER
when	ER
i	ER
closed	ER
the	ER
box	ER
my	ER
game	ER
just	ER
sat	ER
on	ER
a	ER
black	ER
screen	ER
and	ER
did	ER
not	ER
respond	ER
.	ER
so	RB
,	,
my	PRP$
question	NN
is	VBZ
:	:
what	WP
am	VBP
i	PRP
doing	VBG
wrong	JJ
,	,
and	CC
is	VBZ
there	RB
an	DT
easier	JJR
way	NN
to	TO
get	VB
text	NN
input	NN
?	.
my	PRP$
game	NN
is	VBZ
based	VBN
off	IN
the	DT
lunarlander	C
example	NN
,	,
so	IN
i	PRP
am	VBP
using	VBG
surfaceview	C
.	.
any	DT
help	NN
or	CC
suggestions	NNS
will	MD
be	VB
appreciated	VBN
.	.
thank	VB
you	PRP
:)	UH
i	PRP
am	VBP
still	RB
newbie	JJ
to	TO
android	NNP
,	,
please	RB
could	MD
someone	NN
help	NN
.	.
i	PRP
want	VBP
to	TO
use	VB
methods	NNS
from	IN
the	DT
net	NN
class	NN
as	IN
follows	VBZ
:	.
package	JC
com	JC
.	JC
test	JC
;	JC
import	JC
android	JC
.	JC
app	JC
.	JC
activity	JC
;	JC
import	JC
android	JC
.	JC
os	JC
.	JC
bundle	JC
;	JC
import	JC
android	JC
.	JC
view	JC
.	JC
window	JC
;	JC
import	JC
android	JC
.	JC
widget	JC
.	JC
textview	JC
;	JC
public	JC
class	JC
myapp	JC
extends	JC
activity	JC
{	JC
/**	CCM
called	CCM
when	CCM
the	CCM
activity	CCM
is	CCM
first	CCM
created	CCM
.	CCM
*/	CCM
private	JC
net	JC
wifi	JC
;	JC
textview	JC
textstatus	JC
;	JC
@	JC
override	JC
public	JC
void	JC
oncreate	JC
(	JC
bundle	JC
savedinstancestate	JC
)	JC
{	JC
super	JC
.	JC
oncreate	JC
(	JC
savedinstancestate	JC
)	JC
;	JC
requestwindowfeature	JC
(	JC
window	JC
.	JC
feature_no_title	JC
)	JC
;	JC
setcontentview	JC
(	JC
r	JC
.	JC
layout	JC
.	JC
main	JC
)	JC
;	JC
wifi	JC
=	JC
new	JC
net	JC
(	JC
this	JC
)	JC
;	JC
textstatus	JC
=	JC
(	JC
textview	JC
)	JC
findviewbyid	JC
(	JC
r	JC
.	JC
id	JC
.	JC
text	JC
)	JC
;	JC
textstatus	JC
.	JC
append	JC
(	JC
"your	JC
online	JC
status	JC
is	JC
"	JC
)	JC
;	JC
if	JC
(	JC
wifi	JC
.	JC
isonline	JC
